403	15 
404	1 
405	9 
406	8 
407	1 
408	16 
409	5 
410	36 
411	5 20 
412	42 
413	25 47 
414	12 
415	47 
416	24 42 
417	33 
418	35 
419	24 
420	24 28 
421	20 
422	22 
423	31 
424	23 
425	22 
426	13 
427	46 
428	24 
429	7 
430	8 
431	46 
432	5 
433	3 4 
434	20 
435	5 
436	24 
437	15 
438	41 
439	18 41 
440	48 
441	4 8 
442	7 
443	11 
444	36 
445	29 
446	48 
447	26 
448	11 
449	18 
450	18 
451	42 
452	29 
453	41 
454	18 
455	31 
456	34 
457	5 
458	9 
459	11 
460	21 
461	24 
462	41 
463	22 
464	18 24 
465	27 
466	24 
467	10 
468	46 
469	15 17 
470	22 
471	30 
472	5 
473	38 
474	48 
475	27 
476	3 42 
477	41 
478	11 
479	41 
480	29 
481	44 
482	20 
483	23 
484	31 33 
485	10 
486	10 
487	17 
488	47 
489	25 
490	45 
491	9 
492	38 
493	42 
494	36 
495	37 
496	46 
497	18 
498	23 
499	20 
500	37 
501	26 
502	31 
503	47 
504	38 
505	4 
506	7 
507	33 
508	6 
509	38 
510	12 
511	18 
512	6 39 
513	9 
514	15 19 
515	4 11 
516	13 
517	11 
518	39 
519	34 
520	10 
521	34 
522	27 
523	32 
524	17 
525	44 
526	6 32 
527	29 
528	11 17 
529	27 
530	3 
531	48 
532	1 
533	4 
534	2 40 
535	33 
536	17 
537	41 
538	41 
539	17 
540	12 
541	45 
542	13 15 
543	12 
544	2 
545	39 
546	42 
547	9 
548	47 
549	9 
550	26 
551	21 
552	6 
553	28 
554	15 
555	22 
556	44 
557	25 
558	17 
559	27 40 
560	4 
561	20 
562	18 
563	12 16 
564	9 17 
565	32 
566	24 
567	18 
568	10 
569	41 
570	41 
571	24 39 
572	46 
573	24 
574	12 
575	5 33 
576	15 18 
577	35 
578	31 
579	1 
580	25 
581	41 
582	21 
583	44 
584	24 
585	35 
586	24 
587	47 
588	29 
589	44 
590	21 
591	22 
592	13 
593	20 
594	35 
595	3 
596	5 
597	4 
598	13 
599	4 
600	16 
601	28 
602	27 
603	27 
604	10 
605	14 24 
606	21 
607	32 
608	24 
609	36 
610	19 40 
611	8 12 
612	7 38 
613	4 
614	35 
615	25 
616	19 
617	24 
618	6 
619	33 
620	46 
621	7 
622	15 
623	9 
624	28 
625	31 
626	24 30 
627	14 
628	7 
629	15 
630	33 
631	4 
632	33 47 
633	36 
634	15 
635	3 
636	16 
637	48 
638	42 48 
639	23 25 
640	22 
641	45 
642	48 
643	26 41 
644	38 
645	6 7 
646	36 
647	20 
648	8 
649	15 
650	24 
651	39 
652	37 38 
653	7 
654	8 
655	1 21 
656	2 
657	16 
658	35 
659	14 
660	48 
661	8 
662	48 
663	10 
664	16 
665	48 
666	15 
667	22 
668	22 
669	22 24 
670	28 
671	41 
672	13 
673	45 
674	26 
675	17 
676	10 47 
677	39 
678	2 
679	14 
680	32 
681	5 
682	17 31 
683	12 41 
684	29 32 
685	3 
686	47 
687	32 
688	24 
689	21 
690	26 
691	48 
692	18 
693	9 
694	13 
695	29 
696	24 
697	19 
698	35 
699	33 
700	13 
701	48 
702	14 
703	48 
704	10 15 
705	7 
706	32 
707	5 
708	47 
709	7 
710	4 
711	15 25 
712	7 
713	36 
714	28 
715	13 
716	5 
717	37 38 
718	39 
719	28 
720	38 
721	2 33 
722	42 
723	16 
724	8 
725	12 
726	16 
727	20 29 
728	29 
729	22 25 
730	36 
731	13 42 
732	1 
733	35 
734	13 
735	31 
736	15 
737	47 
738	44 
739	15 
740	42 
741	46 
742	7 
743	20 
744	22 
745	4 
746	22 
747	12 
748	48 
749	39 
750	12 
751	19 
752	35 
753	10 19 
754	8 
755	32 
756	26 
757	26 
758	12 
759	44 
760	28 36 
761	35 
762	3 
763	15 
764	13 
765	39 
766	32 
767	26 
768	45 
769	33 
770	45 
771	9 
772	36 
773	17 20 
774	26 
775	31 
776	8 
777	7 31 
778	36 
779	14 
780	39 
781	31 
782	9 
783	26 
784	1 
785	28 
786	10 19 
787	13 20 
788	6 
789	14 
790	22 25 
791	10 
792	10 
793	36 
794	12 44 
795	35 
796	41 
797	19 
798	24 
799	40 48 
800	6 32 
801	17 19 
802	44 
803	20 
804	12 
805	12 
806	35 
807	35 
808	26 
809	26 
810	4 5 
811	45 
812	46 
813	24 
814	26 
815	3 32 
816	26 
817	34 46 
818	41 42 
819	20 
820	45 
821	3 
822	44 
823	42 
824	33 
825	1 
826	48 
827	10 
828	15 19 
829	15 
830	7 
831	13 
832	12 
833	19 
834	19 
835	1 
836	24 
837	1 
838	26 33 
839	32 
840	26 
841	3 
842	41 
843	46 
844	12 29 
845	13 
846	35 
847	13 
848	48 
849	35 
850	45 
851	42 
852	22 28 
853	35 
854	26 
855	28 47 
856	10 22 
857	13 26 
858	7 37 
859	46 
860	41 
861	22 
862	26 
863	15 
864	45 
865	3 
866	26 
867	24 
868	33 
869	19 
870	10 
871	35 
872	19 28 
873	46 
874	22 33 
875	35 
876	32 44 
877	19 
878	32 
879	41 
880	27 29 
881	24 
882	7 10 
883	46 
884	33 48 
885	3 39 
886	24 
887	22 
888	16 47 
889	12 39 
890	24 
891	26 
892	35 
893	13 
894	13 47 
895	46 
896	15 
897	34 47 
898	24 
899	22 
900	9 22 
901	19 
902	48 
903	20 36 
904	27 33 
905	48 
906	13 
907	6 46 
908	19 44 
909	48 
910	32 
911	19 27 
912	32 
913	31 33 
914	33 
915	22 
916	3 10 
917	28 44 
918	10 36 
919	46 
920	3 42 
921	19 
922	35 
923	19 
924	19 35 
925	19 40 
926	35 
927	3 35 
928	46 
929	8 41 
930	32 
931	24 
932	19 44 
933	32 
934	15 
935	48 
936	48 
937	48 
938	6 42 
939	46 
940	48 
941	18 35 
942	35 
943	29 32 
944	45 48 
945	10 12 
946	1 15 
947	46 
948	10 24 
949	7 46 
950	1 48 
951	26 42 
952	31 42 
953	35 44 
954	35 39 
955	2 42 
956	6 10 
957	19 30 
958	13 41 
959	33 45 
960	24 
961	36 46 
962	32 43 
963	3 39 
964	44 47 
965	41 47 
966	6 33 
967	24 48 
968	22 38 
969	26 42 
970	2 19 
971	6 22 
972	14 24 
973	19 38 
974	7 15 
975	15 45 
976	32 39 
977	3 19 
978	1 15 
979	39 46 
980	20 24 
981	26 33 
982	22 33 
983	32 42 
984	22 32 
985	12 48 
986	36 48 
987	35 39 
988	24 46 
989	15 32 
990	35 46 
991	19 26 
992	22 32 
993	19 46 
994	24 26 
995	19 48 
996	32 48 
997	24 35 
998	19 32 
999	15 48 
1000	33 48 
